ci.e#1.a#3.E#36.A#18.c#100.w#1.s#11.asp.ch.qasp,188,155,1.2129032258064516,1.471134235171696,1.7843434594340573,0.824468085106383,0.6797476233589861,0.5604302213863981,2,0,0,94,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#16.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,99,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#17.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,97,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#19.asp.ch.qasp,192,155,1.238709677419355,1.5344016649323622,1.9006781914000874,0.8072916666666666,0.6517198350694444,0.5261279918529368,2,0,0,94,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#1.asp.ch.qasp,190,155,1.2258064516129032,1.5026014568158168,1.8418985599677755,0.8157894736842105,0.6655124653739611,0.5429180638577051,2,0,0,93,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#21.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,97,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#24.asp.ch.qasp,190,155,1.2258064516129032,1.5026014568158168,1.8418985599677755,0.8157894736842105,0.6655124653739611,0.5429180638577051,2,0,0,96,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#27.asp.ch.qasp,190,155,1.2258064516129032,1.5026014568158168,1.8418985599677755,0.8157894736842105,0.6655124653739611,0.5429180638577051,2,0,0,95,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#28.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,96,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#2.asp.ch.qasp,192,155,1.238709677419355,1.5344016649323622,1.9006781914000874,0.8072916666666666,0.6517198350694444,0.5261279918529368,2,0,0,98,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#31.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,91,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#4.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,93,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#7.asp.ch.qasp,191,155,1.232258064516129,1.5184599375650363,1.8711345037091736,0.8115183246073299,0.6585619911734876,0.5344351237271758,2,0,0,104,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#1.s#8.asp.ch.qasp,190,155,1.2258064516129032,1.5026014568158168,1.8418985599677755,0.8157894736842105,0.6655124653739611,0.5429180638577051,2,0,0,93,0,0,103,3,18,137,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#3.s#25.asp.ch.qasp,395,355,1.1126760563380282,1.238048006347947,1.3775463732603919,0.8987341772151899,0.8077231212946644,0.7259283748344452,2,0,0,111,0,0,305,5,18,337,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#3.s#2.asp.ch.qasp,395,355,1.1126760563380282,1.238048006347947,1.3775463732603919,0.8987341772151899,0.8077231212946644,0.7259283748344452,2,0,0,113,0,0,305,5,18,337,1,2,3
ci.e#1.a#3.E#36.A#18.c#100.w#3.s#32.asp.ch.qasp,395,355,1.1126760563380282,1.238048006347947,1.3775463732603919,0.8987341772151899,0.8077231212946644,0.7259283748344452,2,0,0,115,0,0,305,5,18,337,1,2,3
ci.e#1.a#3.E#36.A#18.c#104.w#1.s#11.asp.ch.qasp,196,159,1.2327044025157232,1.5195601439816462,1.8731684793736014,0.8112244897959183,0.658085172844648,0.5338548085831583,2,0,0,95,0,0,107,3,18,141,1,2,3
ci.e#1.a#3.E#36.A#18.c#104.w#1.s#17.asp.ch.qasp,197,159,1.2389937106918238,1.535105415133895,1.9019859545998572,0.8071065989847716,0.6514210621247648,0.5257662379585665,2,0,0,99,0,0,107,3,18,141,1,2,3
ci.e#1.a#3.E#36.A#18.c#104.w#1.s#24.asp.ch.qasp,196,159,1.2327044025157232,1.5195601439816462,1.8731684793736014,0.8112244897959183,0.658085172844648,0.5338548085831583,2,0,0,98,0,0,107,3,18,141,1,2,3
ci.e#1.a#3.E#36.A#18.c#104.w#1.s#31.asp.ch.qasp,196,159,1.2327044025157232,1.5195601439816462,1.8731684793736014,0.8112244897959183,0.658085172844648,0.5338548085831583,2,0,0,101,0,0,107,3,18,141,1,2,3
ci.e#1.a#3.E#36.A#18.c#104.w#1.s#32.asp.ch.qasp,194,159,1.220125786163522,1.4887069340611525,1.8164097182884502,0.8195876288659794,0.6717238813901584,0.5505365832012122,2,0,0,100,0,0,107,3,18,141,1,2,3
ci.e#1.a#3.E#36.A#18.c#104.w#1.s#8.asp.ch.qasp,196,159,1.2327044025157232,1.5195601439816462,1.8731684793736014,0.8112244897959183,0.658085172844648,0.5338548085831583,2,0,0,96,0,0,107,3,18,141,1,2,3
